provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_users_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas
47326,BAPTIST HEALTH HOME HEALTH - ARKADELPHIA,3050 TWIN RIVERS DRIVE,ARKADELPHIA,AR,71923,298,199,834786,774343,953078,0,48.0,15688.0
37015,BANNER HOME CARE,"275 EAST GERMANN ROAD, SUITE 110S",GILBERT,AZ,85297,3354,3021,6665370,8778297,8666971,0,971.0,377926.0
37024,SCOTTSDALE HEALTHCARE HOME HEALTH,3621 NORTH WELLS FARGO AVENUE,SCOTTSDALE,AZ,85251,1215,1008,2743580,3527693,3457589,0,231.0,94424.0
37027,SUMMIT HEALTHCARE HOME HEALTH,2200 SHOW LOW LAKE ROAD,SHOW LOW,AZ,85901,382,266,1111472,933216,977129,0,93.0,33522.0
37030,BAYADA HOME HEALTH CARE INC,"2971 WILLOW CREEK ROAD, BUILDING 1, SUITE A",PRESCOTT,AZ,86301,688,533,2051938,2375127,2090365,0,56.0,23646.0
37042,NORTHERN ARIZONA HOMECARE COTTONWOOD,"203 SOUTH CANDY LANE, SUITE 10 B",COTTONWOOD,AZ,86326,280,237,1300775,824644,723956,0,49.0,24110.0
37052,"UNIVERSITY OF ARIZONA MEDICAL CTRR-HOME HEAL, THE","655 EAST RIVER ROAD, SUITE B209",TUCSON,AZ,85704,223,183,837143,547422,593904,0,46.0,16955.0
37057,HAVASU REGIONAL MED CENTER HOME HEALTH,"1851 MESQUITE BOULEVARD, SUITE 206",LAKE HAVASU CITY,AZ,86403,321,267,1116084,862237,888009,0,66.0,25937.0
37068,BAYADA HOME HEALTH CARE INC,"706 EAST BELL ROAD, SUITE 111",PHOENIX,AZ,85022,455,388,1248608,1537550,1522573,0,65.0,23517.0
37106,AMEDISYS HOME HEALTH CARE,"7600 NORTH 16TH STREET, SUITE 250",PHOENIX,AZ,85020,392,264,1237814,1235063,1208684,0,67.0,23441.0
37139,GRANITE MOUNTAIN HOME CARE,3107 CLEARWATER DRIVE SUITE A,PRESCOTT,AZ,86305,573,482,1230399,1688923,1482414,0,55.0,26434.0
37188,NIGHTINGALE HOMECARE,"2411 WEST ROSE GARDEN LANE, SUITE 110",PHOENIX,AZ,85027,605,506,1469235,2097829,2048432,0,83.0,31025.0
37199,ARIZONA HOME CARE,1626 SOUTH EDWARD DRIVE,TEMPE,AZ,85281,1559,1266,4272179,4493384,4418867,0,299.0,120605.0
37202,HOME HEALTH RESOURCES,"7500 NORTH DREAMY DRAW DRIVE, SUITE 105A",PHOENIX,AZ,85020,999,902,1841652,2821691,2760763,0,158.0,66295.0
37213,BAYADA HOME HEALTH CARE INC,"6367 EAST TANQUE VERDE ROAD, SUITE 150",TUCSON,AZ,85715,1869,1498,5687316,5588795,6104351,0,236.0,80527.0
37215,LIFE CARE AT HOME,"1661 EAST CAMELBACK ROAD, SUITE 250",PHOENIX,AZ,85016,433,304,1240685,1429975,1397042,0,51.0,19024.0
37217,ANGELS CARE HOME HEALTH OF ARIZONA,301 SOUTH WILLARD,COTTONWOOD,AZ,86326,936,509,1907609,2730480,2399650,0,66.0,26133.0
37220,ASSISTED HEALTHCARE SERVICES,"8165 EAST INDIAN BEND ROAD,  SUITE #101",SCOTTSDALE,AZ,85250,663,533,2107249,2088139,2041008,0,69.0,25987.0
37221,LIFE CARE AT HOME,1820 EAST RIVER ROAD SUITE D100,TUCSON,AZ,85718,659,531,1858918,2032213,2209014,0,93.0,28498.0
37230,VICTORY HOME CARE AGENCY,"1212 NORTH SPENCER STREET, SUITE # 1",MESA,AZ,85203,955,567,2686530,2745723,2675665,0,68.0,27130.0
37234,TEAMSELECT HOME CARE,"668 NORTH 44TH STREET, SUITE 227E",PHOENIX,AZ,85008,1531,1307,2873741,5212045,5171918,0,147.0,56681.0
37244,"KC'S HOME HEALTH CARE, LLC","20612 NORTH CAVE CREEK ROAD, SUITE F151",PHOENIX,AZ,85024,1569,1299,4407850,5087161,5062475,0,205.0,76900.0
37245,"VALLEY HOME CARE, LLC","2730 WEST AQUA FRIA FREEWAY, SUITE #104",PHOENIX,AZ,85027,739,582,2305355,2337233,2280784,0,64.0,25418.0
37248,AMEDISYS HOME HEALTH CARE,"3443 NORTH CAMPBELL AVENUE, SUITE #155",TUCSON,AZ,85719,934,611,3449438,2788748,3044335,0,112.0,35747.0
37261,CARE PARTNERS HEALTH SERVICES INC,"14122 WEST MCDOWELL ROAD, SUITE 104",GOODYEAR,AZ,85392,658,548,1848224,2257425,2207251,0,54.0,20702.0
37262,ASSISTEO HOME HEALTH,"2929 NORTH 44TH STREET, SUITE 130",PHOENIX,AZ,85018,325,282,1256264,1070943,1046899,0,61.0,23734.0
37271,SANTE HOME HEALTH AND REHABILITATION SERVICES,"10575 NORTH 114TH STREET, SUITE 101",SCOTTSDALE,AZ,85259,1119,1028,3119595,4016688,3929133,0,75.0,33393.0
37282,"SUNLIFE HOME HEALTH, LLC",627 NORTH 6TH AVENUE,TUCSON,AZ,85705,603,454,3539492,1852799,2019683,0,76.0,25882.0
37294,MT GRAHAM REGIONAL MEDICAL CENTER HOME HEALTH SERV,"1600 SOUTH 20TH AVENUE, BUILDING E",SAFFORD,AZ,85546,388,221,847731,863170,905428,0,105.0,37437.0
37298,CARING TOUCH HOME CARE LLC,"2692 SOUTH AVENUE B, SUITE 2",YUMA,AZ,85364,416,333,1503889,1071139,1126842,0,52.0,18251.0
37402,"APISMELLIS HOMECARE, LLC","500 NORTH LAKE HAVASU AVENUE, SUITE D102",LAKE HAVASU CITY,AZ,86404,677,474,2865163,1623523,1676974,0,122.0,41417.0
37403,PRIVATE NURSING INC,"2405 EAST SOUTHERN AVENUE, SUITE 8-9",TEMPE,AZ,85282,128,116,212629,313303,306479,0,101.0,33585.0
37268,"PRINCE OF PEACE HOME HEALTHCARE, LLC","10640 NORTH 28TH DRIVE, SUITE A-101",PHOENIX,AZ,85029,209,129,462409,581756,569349,0,11.0,4036.0
37290,ZION'S WAY HOME HEALTH,47 6TH AVENUE,PAGE,AZ,86040,126,94,386801,440944,389053,0,11.0,4840.0
37291,"GEMINI HEALTHCARE, LLC","14301 NORTH 87TH STREET, SUITE 310",SCOTTSDALE,AZ,85260,117,95,286058,398486,390186,0,11.0,4289.0
37412,VALLEY VIEW HOME HEALTH,"1520 HAMMER LANE, SUITE 102",FORT MOHAVE,AZ,86426,108,83,418433,314426,324995,0,12.0,5033.0
37251,ASPIRE HOME HEALTHCARE OF ARIZONA INC,"9449 NORTH 90TH STREET, SUITE 107",SCOTTSDALE,AZ,85258,52,45,126117,149614,146152,0,14.0,3453.0
37258,NURSE ON CALL,"4700 SOUTH MCCLINTOCK DRIVE, SUITE # 105",TEMPE,AZ,85282,166,107,495413,463741,452414,0,16.0,5786.0
37263,OASIS HOME HEALTH CARE,1106 NORTH PINAL AVENUE,CASA GRANDE,AZ,85122,87,77,151971,212887,207909,0,16.0,6505.0
37249,QUALITY STAFFING SERVICES,"1500 EAST BETHANY HOME ROAD, SUITE #140",PHOENIX,AZ,85014,51,47,73017,135810,132944,0,17.0,6237.0
37216,PROFESSIONAL HOME CARE SERVICES,"7600 NORTH 16TH STREET, SUITE 140",PHOENIX,AZ,85020,39,35,70068,91155,89039,0,18.0,5801.0
37321,NNI HOME CARE SERVICES (SUBUNIT),"624 NORTH HUMPHREYS, SUITE A",FLAGSTAFF,AZ,86001,174,138,468429,637879,547508,0,18.0,8503.0
37324,PHOENIX HOME HEALTH-TUCSON,"5055 EAST BROADWAY, SUITE C205",TUCSON,AZ,85711,405,165,1364425,1547520,1680608,0,18.0,5465.0
37247,GOOD SAMARITAN SOCIETY- LEGACY HOME CARE,"3636 CROSSINGS DRIVE, SUITE C",PRESCOTT,AZ,86305,340,288,1275053,1243174,1092334,0,20.0,10567.0
37256,BROOKDALE HOME HEALTH TUCSON,"7500 NORTH CALLE SIN ENVIDIA, BUILDING 3, APT 3101",TUCSON,AZ,85718,218,159,735597,810696,886528,0,20.0,5772.0
37416,BAYADA HOME HEALTH CARE INC,"4226 AVENIDA COCHISE, SUITE 10",SIERRA VISTA,AZ,85635,239,202,680856,739866,777151,0,20.0,6528.0
37264,"HUALAPAI HOME HEALTH CARE, INC","2535 HUALAPAI MOUNTAIN ROAD, SUITE B",KINGMAN,AZ,86401,265,197,712656,691493,714022,0,21.0,7579.0
37212,HEALTH AT HOME,"2421 EAST SOUTHERN AVENUE, SUITE 8",TEMPE,AZ,85282,313,230,953383,977624,953736,0,24.0,9773.0
37292,DESERT TRAILS HOME HEALTH,"2771 SILVER CREEK ROAD, SUITE 107",BULLHEAD CITY,AZ,86442,141,116,311929,385402,398345,0,24.0,8710.0
37114,PAYSON REGIONAL HOME HEALTH,708 EAST ROUTE 260,PAYSON,AZ,85541,277,181,742681,799353,840851,0,27.0,8416.0
37254,ATLANTIC HOME HEALTH CARE LLC,"10505 NORTH 69TH STREET, SUITE # 100",SCOTTSDALE,AZ,85253,104,87,182082,312810,306225,0,27.0,9982.0
37411,"ELITE HOME HEALTH SERVICES, LLC","2140 WEST GREENWAY ROAD, SUITE 100",PHOENIX,AZ,85023,343,228,919673,1113803,1091142,0,27.0,10207.0
37146,MOHAVE HOME HEALTH,"2755 SILVER CREEK ROAD, SUITE 127",BULLHEAD CITY,AZ,86442,334,209,1027754,931641,965906,0,30.0,8493.0
37276,"FOCUS CARE OF ARIZONA, LLC","4350 EAST CAMELBACK ROAD, SUITE A110",PHOENIX,AZ,85018,309,221,901877,961095,939935,0,30.0,11503.0
37297,"APISMELLIS HOMECARE, LLC","150 EAST TYSON ROAD, SUITE A",QUARTZSITE,AZ,85359,240,143,889133,557762,584339,0,32.0,9989.0
37238,GOOD SAMARITAN SOCIETY PRESCOTT HOME HEALTH,"1065 RUTH STREET, SUITE 104",PRESCOTT,AZ,86301,315,244,795883,1006421,882662,0,34.0,15622.0
37260,ADVANCED HOME CARE,5755 EAST MAIN STREET,MESA,AZ,85205,710,631,2263521,2919135,2856611,0,34.0,13977.0
37252,"ANGEL CARE HEALTH SERVICES, INC","1821 NORTH TREKELL ROAD, SUITE 6",CASA GRANDE,AZ,85122,198,100,370403,537448,528948,0,36.0,12907.0
37255,BROOKDALE HOME HEALTH CHANDLER,"2545 WEST FRYE ROAD, SUITE 10A",CHANDLER,AZ,85224,531,406,1823015,2129712,2076593,0,37.0,14669.0
37154,NNI HOME CARE SERVICES,"3085 NORTH WINDSONG DRIVE, SUITE A",PRESCOTT VALLEY,AZ,86314,360,287,953268,1272121,1118630,0,40.0,17236.0
37236,ALL AT HOME HEALTH CARE,"16601 NORTH 40TH STREET, SUITE 110",PHOENIX,AZ,85032,422,299,1012589,1340007,1310331,0,48.0,17973.0
37323,HEALTHSOUTH HOME HEALTH OF PHOENIX,"13460 NORTH 67TH AVENUE, SUITE 3 & 4",GLENDALE,AZ,85304,332,305,1263130,1148652,1123921,0,16.0,6245.0
57002,"CENTRAL COAST VNA & HOSPICE, INC",5 LOWER RAGSDALE DRIVE,MONTEREY,CA,93942,3665,2643,13131475,16232416,11213627,0,507.0,285840.0
57003,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1625 VAN NESS AVENUE, 4TH FLOOR A",SAN FRANCISCO,CA,94109,1724,1210,9101453,7048335,4824614,0,199.0,106258.0
57004,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1900 BATES AVENUE, SUITE A",CONCORD,CA,94520,2449,2004,12898059,10863167,7398561,0,413.0,223526.0
57007,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"2880 SOQUEL AVENUE, SUITE 10",SANTA CRUZ,CA,95062,1766,1245,8307101,7550284,4743180,0,184.0,108871.0
57019,MARSHALL HOME CARE,"681 MAIN STREET, SUITE 206",PLACERVILLE,CA,95667,538,462,3792098,1993466,1476639,0,93.0,49518.0
57031,SUTTER VISITING NURSE ASSOCIATION,"4000 CIVIC CENTER DRIVE, SUITE 190",SAN RAFAEL,CA,94903,1797,1435,8211592,7659870,5224307,0,221.0,122677.0
57033,UCSF HOME HEALTH CARE,"3360 GEARY BLVD, STE 201",SAN FRANCISCO,CA,94118,755,551,4050832,2961035,2023394,0,169.0,96396.0
57040,LIVINGSTON MEMORIAL VISITING NURSE ASSOCIATION,1996 EASTMAN AVE STE 101,VENTURA,CA,93003,1712,1384,4295801,6054789,4975892,0,236.0,100146.0
57100,LOMA LINDA UNIV MED CTR HHA,11265 MT VIEW AVE STE H14,LOMA LINDA,CA,92354,914,708,3924737,2722410,2488758,0,192.0,77687.0
57135,SAINT AGNES HOME HEALTH AND HOSPICE,6729 NORTH WILLOW AVE SUITE 103,FRESNO,CA,93710,1827,1430,6020921,5444962,4989347,0,222.0,86749.0
57163,VISITING NURSE AND HOSPICE CARE OF SANTA BARBARA,512 EAST GUTIERREZ STREET,SANTA BARBARA,CA,93103,1558,1166,3266360,5269336,4429530,0,273.0,122021.0
57190,PATHWAYS HOME HEALTH AND HOSPICE,585 NORTH MARY AVENUE,SUNNYVALE,CA,94085,2309,1621,13577580,10349406,6799207,0,361.0,198886.0
57198,INTERIM HEALTHCARE OF SACRAMENTO,2941 FULTON AVE SUITE B,SACRAMENTO,CA,95821,567,454,1478181,2278499,1692886,0,86.0,42258.0
57205,ST. ELIZABETH COMM HOSP HHA,1425 VISTA WY,RED BLUFF,CA,96080,691,512,2473473,2060863,1696569,0,88.0,40378.0
57212,ST JOSEPH'S MED CENTER HOME HEALTH,"509 W WEBER AVE, SUITE 200",STOCKTON,CA,95203,962,827,3896549,3228461,2601373,0,100.0,49135.0
57214,BESTCARE HOME HEALTH AGENCY,"1130 E SHAW AVE, SUITE 200",FRESNO,CA,93710,946,785,2893245,2733185,2587375,0,94.0,36834.0
57219,NORTHBAY HEALTH AT HOME,5140 BUSINESS CENTER DRIVE  #130,FAIRFIELD,CA,94534,546,477,2145857,2016119,1415285,0,137.0,77863.0
57255,KAWEAH DELTA HOME HEALTH,400 WEST MINERAL KING,VISALIA,CA,93291,1325,1084,4216810,3703575,3674048,0,252.0,99056.0
57256,ST JOSEPH HOME CARE,721 E STREET,EUREKA,CA,95501,1061,849,3053585,3467334,2852800,0,153.0,73505.0
57274,WOODLAND HEALTHCARE HOME HEALTH,1207 FAIRCHILD COURT,WOODLAND,CA,95695,417,304,1846791,1418633,1056722,0,68.0,35328.0
57276,JOHN MUIR HOME HEALTH SERVICES,2298 PIKE COURT,CONCORD,CA,94520,3117,2450,16508854,12070078,8100469,0,658.0,410997.0
57278,LODI MEMORIAL HOSPITAL HOME HEALTH AGENCY,800 S. LOWER SACRAMENTO RD.,LODI,CA,95242,655,538,3983385,2163097,1713536,0,133.0,61305.0
57368,BESTCARE CENTRAL COAST HHA,277 SOUTH ST STE W,SAN LUIS OBISPO,CA,93401,1594,1212,5793504,5575093,4602426,0,204.0,88759.0
57404,COUNTRY HOME CARE,9370 WEST STOCKTON BLVD #130,ELK GROVE,CA,95758,267,233,546443,989589,752994,0,62.0,29559.0
57412,ESKATON HOME HEALTHCARE,"9722 FAIR OAKS BLVD, SUITE A & E",FAIR OAKS,CA,95628,887,703,3121427,3544554,2632432,0,104.0,53203.0
57448,FREMONT-RIDEOUT HOME HEALTH,939 LIVE OAK BLVD,YUBA CITY,CA,95991,358,302,804854,1142598,1036074,0,45.0,19956.0
57449,PROFESSIONAL HEALTHCARE AT HOME,"395 TAYLOR BLVD, SUITE 118",PLEASANT HILL,CA,94523,3596,2935,12478007,15255986,10337065,0,634.0,345356.0
57477,ADVENTIST HEALTH HOME CARE AND HOSPICE SERVICES,"460 KINGS COUNTY DRIVE, #105",HANFORD,CA,93230,981,744,3399400,2746697,2558561,0,103.0,40111.0
57503,TRI-CITY HOME CARE,2095 W VISTA WAY # 220,VISTA,CA,92083,810,689,2254566,2401406,2122871,0,143.0,56033.0
57517,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3170 CROW CANYON PLACE, SUITE 270",SAN RAMON,CA,94583,2948,2083,8247432,13026997,8834658,0,365.0,210773.0
57524,MAD RIVER COMM HOSP H C SRVS,4605 VALLEY WEST BLVD,ARCATA,CA,95521,852,510,2321266,3054828,2515241,0,60.0,25628.0
57545,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1836 SIERRA GARDENS DR, STE 130",ROSEVILLE,CA,95661,2082,1681,10913721,8092975,6009079,0,251.0,125110.0
57564,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","5050  MURPHY CANYON ROAD, SUITE 201",SAN DIEGO,CA,92123,1778,1297,4333716,5769646,5105940,0,226.0,92675.0
57569,INTERIM HEALTHCARE OF THE CENTRAL VALLEY,"1843 E FIR AVENUE, STE 101",FRESNO,CA,93720,682,554,1373269,2018908,1861946,0,121.0,49238.0
57571,COVENANT CARE AT HOME,1550 FULKERTH ROAD,TURLOCK,CA,95380,971,791,3090039,3168651,2625407,0,79.0,38415.0
57573,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","3636 BIRCH STREET, SUITE 195",NEWPORT BEACH,CA,92660,1386,872,3648210,4631212,4054640,0,176.0,78590.0
57605,HEARTLAND HHA AND HOSPICE,"1700 IOWA AVENUE, SUITE 280",RIVERSIDE,CA,92507,572,436,1514492,1724151,1550044,0,105.0,41608.0
57606,FEATHER RIVER HHA,"6626 CLARK ROAD, STE P",PARADISE,CA,95969,962,767,6180311,2957124,2738774,0,148.0,60762.0
57609,MERCY HOME CARE,1544 MARKET STREET,REDDING,CA,96001,1079,924,3812788,3608201,2711838,0,104.0,52344.0
57620,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,889 11TH STREET,LAKEPORT,CA,95453,657,516,3087855,2255368,1859004,0,103.0,48732.0
57631,MERCY HOME HEALTH,"9912 BUSINESS PARK DRIVE, SUITE 100",SACRAMENTO,CA,95827,1944,1621,8074898,7032970,5230264,0,375.0,205373.0
57659,ST. JOSEPH HOME CARE - QUEEN OF THE VALLEY,2700 NAPA VALLEY CORPORATE DRIVE  STE C,NAPA,CA,94558,284,239,838991,1136791,786581,0,61.0,36051.0
57661,ENLOE MEDICAL CENTER HOME HEALTH AGENCY,1390 E LASSEN AVE,CHICO,CA,95973,1011,921,2288264,2863810,2606602,0,133.0,52860.0
57663,MADERA COMM HOSP HHA,1270 E ALMOND AVE,MADERA,CA,93637,422,309,1392050,1056059,1258995,0,46.0,14495.0
57679,BUTTE HOME HEALTH AND HOSPICE,10 CONSTITUTION DRIVE,CHICO,CA,95973,1234,856,3800512,3994984,3653802,0,106.0,42740.0
57695,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1316 CELESTE DRIVE, SUITE 140",MODESTO,CA,95355,1339,1027,6388536,4276681,3546658,0,196.0,92355.0
57704,MERCY-MEMORIAL HOME HEALTH,"1600 D STREET, SUITE 202",BAKERSFIELD,CA,93301,831,630,2632027,2342974,2117732,0,160.0,66639.0
57736,CITRUS VALLEY HOME HEALTH,820 N PHILLIPS AVE,WEST COVINA,CA,91791,564,474,1493787,1833829,1579824,0,92.0,38819.0
57746,MENDOCINO COAST HOME HEALTH,700 RIVER DRIVE,FORT BRAGG,CA,95437,414,303,921763,1193469,984670,0,71.0,30218.0
57755,SIERRA NEVADA HOME CARE,155 GLASSON WAY,GRASS VALLEY,CA,95945,754,644,3503830,2664270,2193005,0,106.0,48965.0
57761,"ACCENTCARE HOME HEALTH OF CALIFORNIA, INC","2550 HOLLYWOOD WAY, SUITE 200",BURBANK,CA,91505,744,506,1667885,2303326,1985648,0,107.0,48010.0
57772,HEALTH AT HOME,"375 LAGUNA HONDA BLVD, UNIT F5",SAN FRANCISCO,CA,94116,411,318,2391049,1558170,1064940,0,107.0,56416.0
58045,"ST. ANTHONY'S HOME CARE, INC.","22365 BARTON ROAD, SUITE 212",GRAND TERRACE,CA,92313,300,241,17374511,844231,773817,0,73.0,27631.0
58052,DOMINICAN HOME HEALTH,"8030 SOQUEL AVENUE, #104",SANTA CRUZ,CA,95062,1104,859,8047077,5296627,3321777,0,113.0,70106.0
58110,"NEW HAVEN HOME HEALTH & HOSPICE, INC","333 GELLERT BOULEVARD, SUITE 249",DALY CITY,CA,94015,796,618,2509261,3103805,2114900,0,99.0,49966.0
58117,ADDUS HEALTHCARE,2150 MAIN STREET #12,RED BLUFF,CA,96080,939,683,3131709,2956956,2485791,0,142.0,63978.0
58123,SUTTER VISITING NURSE ASSOCIATION & HOSPICE,"700 S. CLAREMONT STREET, #220",SAN MATEO,CA,94402,1259,986,5610259,5016241,3434572,0,203.0,106997.0
58189,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"110 STONY POINT ROAD, SUITE 200A",SANTA ROSA,CA,95401,1308,1037,6504688,5562539,3785527,0,177.0,104267.0
58195,"ST MARY'S HOME HEALTH SERVICES, INC","3180 E SHIELDS AVE, #105",FRESNO,CA,93726,493,383,1443936,1584881,1476718,0,47.0,16565.0
58216,FOCUS HEALTH,"1503 EAST MARCH LANE, SUITE A",STOCKTON,CA,95210,2345,1590,5899005,8444458,6931906,0,246.0,111677.0
58233,"COMPASSIONATE CARE HOME HEALTH AGENCY, LLC","7545 N DEL MAR AVENUE, SUITE 104",FRESNO,CA,93711,309,193,879226,934105,856535,0,44.0,16306.0
58234,HORIZON HOME HEALTH CARE,"85 MORAGA WAY, SUITE 200",ORINDA,CA,94563,1090,824,3012067,4502413,3019553,0,168.0,91091.0
58238,SEA CREST HOME HEALTH SERVICES INC,"2755 BRISTOL STREET, SUITE 275",COSTA MESA,CA,92626,2731,2302,8253807,9545058,8444047,0,323.0,145083.0
58248,HEALTHWISE HOME CARE SOLUTIONS INC,1100 N VENTURA RD STE 102,OXNARD,CA,93030,163,139,358335,449147,367084,0,47.0,17309.0
58258,QUINCY HOME MEDICAL SERVICES,211 LAWRENCE STREET,QUINCY,CA,95971,481,377,1550180,1490050,1228982,0,75.0,32152.0
58287,NIGHTINGALE HOME CARE INC,"4579 MAPLE AVENUE, SUITE 2 & 4",LA MESA,CA,91941,1216,935,2299020,3346357,2950818,0,162.0,63976.0
58292,HEALTHCARE CALIFORNIA,5709 N WEST,FRESNO,CA,93711,1168,1027,1948668,3814006,3516967,0,232.0,85583.0
58324,ASSISTED HEALTHCARE SERVICES,"302 N MILPAS STREET, SUITE #101",SANTA BARBARA,CA,93101,700,586,2061756,2454321,2055960,0,84.0,34299.0
58326,ASPIRE HOME HEALTHCARE,"12520 HIGH BLUFF DRIVE, SUITE 160",SAN DIEGO,CA,92130,1021,679,3501952,4015357,3537087,0,123.0,46301.0
58415,"PROHEALTH HOME CARE, INC","2700 ZANKER ROAD, SUITE 180",SAN JOSE,CA,95134,887,769,2734981,3918673,2546720,0,99.0,59174.0
58425,"WARM SPRINGS HOME HEALTH, INC",54 WHITNEY PLACE,FREMONT,CA,94539,1490,1310,3477849,6672910,4376321,0,116.0,70769.0
58426,"ADVANCED HOME HEALTH, INC",4370 AUBURN BLVD,SACRAMENTO,CA,95841,1414,942,4980428,5381408,4023451,0,184.0,92891.0
58457,"GUARDIAN ANGEL HOME CARE, INC","3505 CAMINO DEL RIO SOUTH, SUITE 220",SAN DIEGO,CA,92108,715,426,2972411,3145666,2778546,0,68.0,29134.0
58496,"MANAGED CARE AT HOME, INC","830 HILLVIEW COURT, SUITE 225",MILPITAS,CA,95035,550,498,809344,2308140,1517451,0,144.0,86790.0
59010,CENTRAL COAST HOME HEALTH INC,253 GRANADA DR STE D,SAN LUIS OBISPO,CA,93401,2356,1685,6178337,8204879,6727708,0,177.0,77046.0
59071,ANX HOME HEALTHCARE,"355 GELLERT BLVD., SUITE 246",DALY CITY,CA,94015,1051,752,3405378,4082903,2796706,0,144.0,86212.0
59089,UNI CARE HOME HEALTH INC,"1165 LINDA VISTA DRIVE, SUITE 101",SAN MARCOS,CA,92078,705,412,1448481,2007637,1772091,0,58.0,21580.0
59111,SAN DIEGO HOME HEALTH CARE SERVICES INC,"511 ENCINITAS BLVD, STE 100",ENCINITAS,CA,92024,674,497,2726783,2908744,2569204,0,53.0,23916.0
59145,"AMERICAN HOME HEALTH CARE, LLC","39350 CIVIC CENTER DRIVE, SUITE 350",FREMONT,CA,94538,1018,806,2069559,4153535,2775891,0,136.0,74660.0
59227,VALLEY HOME HEALTH,"4545 N WEST AVENUE, STE 118A",FRESNO,CA,93705,767,512,2719143,2745526,2485830,0,118.0,48746.0
59303,WARM HEART HOME HEALTH INC,"1428 HIGHLAND AVENUE, FIRST FLOOR",NATIONAL CITY,CA,91950,566,472,1243881,1854170,1637842,0,65.0,29081.0
59326,"LOVING CARE HOME HEALTH, LLC.","830 STEWART DRIVE, SUITE 211",SUNNYVALE,CA,94085,364,316,720711,1574159,1026656,0,52.0,30331.0
59354,BLIZE HEALTHCARE,"828 SAN PABLO AVENUE, SUITE105",ALBANY,CA,94706,608,510,2164626,2844914,1914335,0,71.0,40529.0
59374,ODOS HOME HEALTH INC,"9225 DOWDY DRIVE, SUITE 218",SAN DIEGO,CA,92126,803,570,1900439,2668976,2351835,0,52.0,21154.0
59385,"HEALTHY LIVING AT HOME, INC","2450 VENTURE OAKS WAY, SUITE 220",SACRAMENTO,CA,95834,1120,993,3820568,3979137,3051088,0,227.0,121519.0
59391,MODERN HOME HEALTH CARE INC,"3130 BONITA ROAD, SUITE 103",CHULA VISTA,CA,91910,580,385,1306183,1776064,1563020,0,46.0,16390.0
59401,"CAREONE HOME HEALTH AND HOSPICE, INC","2111 GEER ROAD, #610",TURLOCK,CA,95382,492,451,1135230,1863831,1542346,0,80.0,36673.0
59464,LORIAN HEALTH,"25032 LAS BRISAS ROAD, SUITE #C",MURRIETA,CA,92562,507,420,1357622,1649153,1484185,0,73.0,26757.0
59474,"HEALTH LIVING AT HOME-SAN DIEGO, LLC","9444 WAPLES STREET, SUITE 450",SAN DIEGO,CA,92121,321,291,1321507,1282064,1129988,0,44.0,17739.0
557014,UNITED HOME CARE OF NORTHERN CALIFORNIA,"245 NEW YORK RANCH RD, STE C",JACKSON,CA,95642,687,571,1582233,2578594,2120226,0,97.0,48450.0
557020,INTERIM HEALTHCARE OF SAN DIEGO COUNTY,"5625 RUFFIN ROAD, SUITE 225",SAN DIEGO,CA,92123,676,564,1631690,2173227,1924102,0,93.0,40448.0
557041,SONOMA VALLEY HOSP H C PRGM,"1151 BROADWAY, SUITE 101",SONOMA,CA,95476,443,328,1933546,1801540,1222850,0,65.0,37993.0
557061,KAISER FOUNDATION HOSPITAL HOME HEALTH-SACRAMENTO,3240 ARDEN WAY,SACRAMENTO,CA,95825,132,114,269650,431799,321742,0,59.0,33363.0
557073,SUTTER VISITING NURSE ASSOCIATION,8330 FERGUSON AVENUE,SACRAMENTO,CA,95828,1607,1262,7728101,6124496,4548436,0,240.0,118386.0
557094,ADVENTIST HEALTH HOME CARE SERVICES - BAKERSFIELD,"2800 K STREET, SUITE A",BAKERSFIELD,CA,93301,720,493,3908906,2197522,1986407,0,102.0,40443.0
557106,CORONA REGIONAL MEDICAL CENTER (HOSPICE/HHA),730 MAGNOLIA AVE,CORONA,CA,92879,308,225,1044721,907434,831435,0,86.0,33442.0
557107,MEDICAL  HOME CARE PROFESSIONALS,2115 CHURN CREEK RD,REDDING,CA,96002,887,619,2648105,3145039,2372651,0,115.0,57137.0
557116,AMEDISYS HOME HEALTH CARE,"1710 GILBRETH ROAD, SUITE 301",BURLINGAME,CA,94010,1258,708,4843052,5214735,3554601,0,145.0,75858.0
