provider_id,agency_name,street_address,city,state,zip_code,total_episodes_non_lupa,distinct_beneficiaries_non_lupa,average_number_of_total_visits_per_episode_non_lupa,average_number_of_skilled_nursing_visits_per_episode_non_lupa,average_number_of_pt_visits_per_episode_non_lupa,average_number_of_ot_visits_per_episode_non_lupa,average_number_of_st_visits_per_episode_non_lupa,average_number_of_home_health_aide_visits_per_episode_non_lupa,average_number_of_medical_social_visits_per_episode_non_lupa,total_hha_charge_amount_non_lupa,total_hha_medicare_payment_amount_non_lupa,total_hha_medicare_standard_payment_amount_non_lupa,outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa,total_lupa_episodes,total_hha_medicare_payment_amount_for_lupas,average_age,male_beneficiaries,female_beneficiaries,nondual_beneficiaries,dua_beneficiaries,white_beneficiaries,black_beneficiaries,asian_pacific_islander_beneficiaries,hispanic_beneficiaries,american_indian_or_alaska_native_beneficiaries,other_unknown_beneficiaries,average_hcc_score,percent_of_beneficiaries_with_atrial_fibrillation,percent_of_beneficiaries_with_alzheimers,percent_of_beneficiaries_with_asthma,percent_of_beneficiaries_with_cancer,percent_of_beneficiaries_with_chf,percent_of_beneficiaries_with_chronic_kidney_disease,percent_of_beneficiaries_with_copd,percent_of_beneficiaries_with_depression,percent_of_beneficiaries_with_diabetes,percent_of_beneficiaries_with_hyperlipidemia,percent_of_beneficiaries_with_hypertension,percent_of_beneficiaries_with_ihd,percent_of_beneficiaries_with_osteoporosis,percent_of_beneficiaries_with_ra_oa,percent_of_beneficiaries_with_schizophrenia,percent_of_beneficiaries_with_stroke
497480,CAPITAL HOME HEALTH CARE INC,"211 GIBSON STREET, NW, SUITE 207",LEESBURG,VA,20176,850,544,16.7,3.6,8.8,2.8,0.4,1.0,0.0,2510504,3167949,3146861,0.1,81.0,31103.0,77,247.0,297.0,483.0,61.0,447.0,36.0,36.0,15.0,,,1.93,24,30.0,14.0,16,36.0,44.0,19.0,35.0,42.0,62.0,,48.0,12,52.0,5.0,15
497559,"CAREGIVERS HOME HEALTH SERVICES, INC","431 PARK AVENUE, SUITE 300",FALLS CHURCH,VA,22046,954,672,18.9,8.3,7.1,1.0,0.2,2.3,0.0,3096299,3099163,3010539,0.4,185.0,77069.0,77,273.0,399.0,575.0,97.0,522.0,54.0,31.0,50.0,,,1.82,23,22.0,13.0,19,31.0,39.0,18.0,24.0,33.0,63.0,,41.0,11,58.0,5.0,13
497636,"PAVILION MEDICAL HOME CARE & STAFFING, LLC","4115 ANNANDALE ROAD, SUITE 202",ANNANDALE,VA,22003,759,560,18.2,4.8,9.3,3.0,0.4,0.6,0.0,2444337,2930184,2912824,0.0,72.0,28275.0,79,224.0,336.0,474.0,86.0,419.0,73.0,36.0,21.0,,,1.95,16,42.0,12.0,12,34.0,41.0,22.0,33.0,37.0,60.0,,62.0,16,56.0,9.0,14
497638,REVIVAL HOMECARE AGENCY,"6606 LEESBURG PIKE, SUITE 630A",FALLS CHURCH,VA,22041,589,368,17.5,5.6,10.1,0.4,0.1,1.3,0.0,1732089,2063408,2023694,0.2,45.0,17583.0,79,156.0,212.0,290.0,78.0,240.0,71.0,25.0,28.0,,,1.85,16,37.0,9.0,14,30.0,39.0,20.0,30.0,38.0,62.0,,46.0,14,46.0,6.0,9
497588,"GENESYS HOME HEALTH CARE, INC","6363 CENTER DRIVE, SUITE 201",NORFOLK,VA,23502,436,213,17.4,9.7,4.5,0.1,0.1,3.0,0.0,1333306,1146851,1226962,1.6,27.0,10041.0,79,93.0,120.0,144.0,69.0,125.0,58.0,17.0,,,,2.33,31,50.0,9.0,12,53.0,54.0,34.0,38.0,54.0,68.0,,55.0,17,55.0,7.0,21
497568,ESPRIT HOMECARE,"5881 LEESBURG PIKE, SUITE 202",FALLS CHURCH,VA,22041,336,195,19.7,5.3,10.4,2.1,0.4,1.5,0.0,952418,1270223,1260651,0.2,27.0,10718.0,80,63.0,132.0,118.0,77.0,108.0,28.0,32.0,17.0,,,2.02,16,41.0,16.0,8,30.0,33.0,15.0,32.0,42.0,63.0,,63.0,14,72.0,6.0,12
497656,PRO HEALTHCARE SERVICING LLC,10807 MAIN ST SUITE 700,FAIRFAX,VA,22030,1511,1010,18.8,5.0,11.1,2.1,0.2,1.2,0.0,4473486,5603272,5616024,0.2,211.0,74960.0,81,356.0,654.0,831.0,179.0,790.0,99.0,46.0,55.0,,,1.89,22,50.0,23.0,14,36.0,42.0,23.0,46.0,37.0,67.0,,51.0,15,61.0,11.0,15
527083,HORIZON HOME CARE AND HOSPICE,11400 W LAKE PARK DRIVE,MILWAUKEE,WI,53224,3062,2155,21.5,12.6,3.8,1.4,0.2,3.6,0.0,11931928,9928442,9269420,9.0,835.0,300840.0,76,818.0,1337.0,1539.0,616.0,1627.0,440.0,23.0,42.0,,,2.53,23,26.0,17.0,16,45.0,54.0,26.0,36.0,44.0,67.0,,50.0,19,55.0,9.0,9
59465,"TOTAL CARE HOME HEALTH CARE, INC","105 WEST ALAMEDA AVE, SUITE 218",BURBANK,CA,91502,686,410,16.8,11.6,4.7,0.1,0.0,0.4,0.0,1540789,2496205,2042242,4.7,26.0,9608.0,73,182.0,228.0,27.0,383.0,189.0,75.0,23.0,99.0,0.0,24.0,1.89,8,29.0,21.0,8,41.0,30.0,38.0,54.0,63.0,,,74.0,23,,13.0,7
59331,ACCESS HOME HEALTH CARE LLC,"600 HAMPSHIRE ROAD, #208",WESTLAKE VILLAGE,CA,91361,408,185,16.7,10.0,2.1,0.2,0.1,4.4,0.0,936714,1259856,1009697,2.0,25.0,10058.0,80,70.0,115.0,71.0,114.0,135.0,,29.0,,0.0,12.0,2.23,22,40.0,11.0,17,53.0,50.0,28.0,54.0,55.0,,,66.0,24,74.0,7.0,10
127025,PRIME CARE SERVICES HAWAII INC,"3375 KOAPAKA STREET, SUITE I-570",HONOLULU,HI,96819,171,160,10.8,2.5,6.8,0.6,0.0,0.8,0.0,301515,572098,493213,0.0,45.0,21446.0,82,65.0,95.0,126.0,34.0,19.0,,115.0,,0.0,19.0,2.42,16,52.0,13.0,12,38.0,49.0,22.0,16.0,44.0,,,51.0,33,39.0,3.0,26
147726,GIRLING HOME HEALTH,7222 W CERMAK RD,NORTH RIVERSIDE,IL,60546,2102,1770,14.9,6.2,7.6,0.6,0.2,0.3,0.0,5825258,6676547,6584460,0.1,169.0,73975.0,75,662.0,1108.0,1482.0,288.0,1356.0,246.0,36.0,107.0,0.0,25.0,1.66,19,17.0,12.0,16,29.0,35.0,21.0,28.0,34.0,66.0,,42.0,16,,5.0,8
147569,APPLE HOME HEALTHCARE,"223 W JACKSON BLVD, STE 510",CHICAGO,IL,60606,1742,1287,15.6,6.8,6.7,1.5,0.1,0.4,0.0,4919650,5321424,5226553,0.3,185.0,72223.0,78,439.0,848.0,1035.0,252.0,981.0,205.0,23.0,61.0,0.0,17.0,1.7,17,28.0,9.0,13,30.0,35.0,16.0,31.0,32.0,60.0,,43.0,14,71.0,9.0,10
147756,"ELITE HOME HEALTH CARE, INC",330 MELVIN DRIVE #3,NORTHBROOK,IL,60062,1901,719,15.0,10.8,3.0,0.0,0.1,1.2,0.0,4890695,5518207,5395674,0.0,48.0,15515.0,79,276.0,443.0,302.0,417.0,558.0,62.0,29.0,41.0,0.0,29.0,2.12,22,31.0,8.0,13,65.0,41.0,31.0,44.0,48.0,66.0,,,22,,8.0,9
337213,PARKER JEWISH INST FOR HEALTH CARE & REHAB CHHA,"1 DELAWARE DRIVE,  SUITE 104",NEW HYDE PARK,NY,11042,369,341,23.9,5.2,6.3,0.6,0.5,11.3,0.0,1145166,1311180,1070697,1.4,20.0,11579.0,82,124.0,217.0,204.0,137.0,234.0,48.0,31.0,16.0,0.0,12.0,2.54,28,45.0,24.0,19,59.0,46.0,26.0,49.0,61.0,,,,21,66.0,5.0,20
398110,AURORA HOME CARE INC,518 BUSTLETON PIKE UNIT D,FEASTERVILLE,PA,19053,311,225,28.1,9.8,8.2,0.4,0.1,9.7,0.0,1319091,1092736,1038015,0.2,17.0,5476.0,76,76.0,149.0,48.0,177.0,80.0,44.0,76.0,13.0,0.0,12.0,2.31,18,28.0,18.0,12,47.0,49.0,20.0,35.0,54.0,,,65.0,12,66.0,5.0,14
397472,SOUTHEASTERN HEALTH SERVICES OF PA,"1501 GRUNDY LANE, SUITE 100",BRISTOL,PA,19007,3880,2369,24.7,10.7,7.5,4.4,0.7,1.4,0.0,19522557,15586295,15062095,0.7,348.0,120403.0,84,857.0,1512.0,2151.0,218.0,2169.0,148.0,18.0,20.0,0.0,14.0,2.1,28,54.0,9.0,15,44.0,43.0,26.0,53.0,36.0,62.0,,62.0,19,64.0,12.0,19
743191,LUCENT HOME HEALTH LLC,1485 RICHARDSON DRIVE SUITE 135,RICHARDSON,TX,75080,1350,345,12.6,8.8,1.8,0.4,0.1,1.5,0.0,2134634,3044280,3102806,1.2,62.0,18871.0,77,138.0,207.0,71.0,274.0,130.0,26.0,125.0,52.0,0.0,12.0,1.84,10,40.0,19.0,8,36.0,30.0,19.0,48.0,51.0,,,62.0,21,,4.0,6
497616,"ORTHOCARERN, INC","441-B CARLISLE DRIVE, SUITE 100",HERNDON,VA,20170,639,573,17.4,2.9,10.9,3.2,0.1,0.3,0.0,1987301,2381642,2358768,0.0,34.0,14377.0,75,222.0,351.0,543.0,30.0,442.0,54.0,28.0,27.0,0.0,22.0,1.07,11,11.0,14.0,13,16.0,25.0,13.0,26.0,23.0,65.0,,25.0,9,,3.0,6
497245,BON SECOURS HOME CARE,485 RODMAN AVENUE,PORTSMOUTH,VA,23707,2327,1889,15.5,5.6,6.8,1.8,0.5,0.9,0.0,6689111,6956277,7554484,0.2,412.0,150577.0,76,694.0,1195.0,1599.0,290.0,1293.0,543.0,18.0,19.0,0.0,16.0,1.78,19,24.0,14.0,18,37.0,42.0,27.0,30.0,43.0,70.0,,43.0,17,70.0,5.0,13
497587,NATIONAL HOME HEALTH CARE INC,"459 HERNDON PARKWAY, SUITE 17",HERNDON,VA,20170,1236,902,21.0,5.4,8.8,4.3,0.6,1.8,0.0,4028116,4658157,4535161,0.2,193.0,69742.0,78,318.0,584.0,659.0,243.0,625.0,118.0,77.0,59.0,0.0,23.0,1.86,21,35.0,15.0,13,32.0,39.0,21.0,36.0,40.0,64.0,,46.0,17,59.0,7.0,15
497593,LIVINRITE HOME HEALTH SERVICES,"12269 LIVINGSTON RD, SUITE 201",MANASSAS,VA,20109,1971,1137,23.3,8.1,8.6,3.1,1.1,2.6,0.0,7885595,7876887,7839012,0.1,104.0,40107.0,78,433.0,704.0,962.0,175.0,930.0,127.0,29.0,30.0,0.0,21.0,2.17,22,36.0,12.0,14,38.0,45.0,27.0,39.0,43.0,63.0,,47.0,14,55.0,7.0,14
59541,"EXECUTIVE HOME HEALTH, INC","750 SOUTH RAYMOND AVE, SUITE 123",PASADENA,CA,91105,290,272,9.9,1.8,7.4,0.3,0.0,0.3,0.0,330188,913309,782013,0.0,29.0,14641.0,74,101.0,171.0,241.0,31.0,206.0,,17.0,35.0,0.0,,1.02,10,5.0,12.0,15,12.0,16.0,8.0,21.0,27.0,62.0,,38.0,15,,1.0,3
58327,"BALANCED LIVING, A HOME HEALTH AGENCY, INC",49 E HUNTINGTON AVENUE,ARCADIA,CA,91006,326,277,11.2,3.5,6.9,0.4,0.1,0.4,0.0,612420,1122418,959007,0.1,33.0,13949.0,78,100.0,177.0,199.0,78.0,178.0,,27.0,55.0,0.0,,1.92,16,31.0,8.0,14,29.0,39.0,17.0,34.0,45.0,62.0,,53.0,26,65.0,7.0,12
57422,"LIVINGSTONE HOME HEALTH SERVICES, INC","6301 BEACH BLVD, SUITE 212",BUENA PARK,CA,90621,587,398,17.1,12.7,3.0,0.1,0.0,1.3,0.0,1190001,1969383,1595258,7.0,104.0,41890.0,79,171.0,227.0,75.0,323.0,99.0,,250.0,38.0,0.0,,2.68,20,38.0,13.0,9,50.0,54.0,32.0,26.0,60.0,70.0,,58.0,25,51.0,12.0,14
58115,CARE BEST HOME HEALTH INC,200 SO GARFIELD AVENUE SUITE 205,ALHAMBRA,CA,91801,387,294,11.2,9.6,1.4,0.1,0.1,0.0,0.0,610195,1131241,965988,0.4,14.0,6903.0,79,128.0,166.0,25.0,269.0,20.0,,254.0,16.0,0.0,,2.18,12,40.0,17.0,10,36.0,36.0,38.0,18.0,66.0,65.0,,69.0,48,63.0,3.0,17
58131,"MISSION HOME HEALTH SERVICES, INC",3250 WILSHIRE BLVD SUITE 1105,LOS ANGELES,CA,90010,363,274,12.4,9.2,2.8,0.1,0.0,0.2,0.0,696597,1104190,934788,2.9,16.0,7343.0,79,84.0,190.0,25.0,249.0,21.0,,212.0,30.0,0.0,,2.17,16,37.0,15.0,10,39.0,35.0,21.0,20.0,72.0,,,63.0,38,68.0,4.0,7
557266,GENESIS HOME HEALTH INC,1687 ERRINGER RD STE 202,SIMI VALLEY,CA,93065,542,163,10.4,8.1,2.1,0.1,0.0,0.1,0.0,1630399,1724440,1421114,0.0,17.0,6898.0,79,61.0,102.0,96.0,67.0,104.0,,25.0,24.0,0.0,,2.21,24,26.0,11.0,10,56.0,40.0,52.0,43.0,52.0,74.0,,,22,60.0,3.0,11
59383,"CROSS CARE, INC","4055 WILSHIRE BLVD, SUITE 205",LOS ANGELES,CA,90010,234,194,15.9,10.8,4.1,0.0,0.0,0.9,0.0,516370,835009,690912,3.3,18.0,8730.0,79,63.0,131.0,13.0,181.0,,,161.0,20.0,0.0,,2.07,11,33.0,17.0,13,39.0,37.0,18.0,24.0,69.0,63.0,,54.0,42,,4.0,10
58082,"ACE HOME HEALTH, INC",4055 WILSHIRE BLVD #105,LOS ANGELES,CA,90010,439,336,14.3,11.7,1.7,0.3,0.0,0.5,0.0,692884,1508645,1239283,5.7,11.0,5578.0,81,98.0,238.0,15.0,321.0,18.0,0.0,305.0,,0.0,,1.71,9,37.0,19.0,7,32.0,24.0,25.0,30.0,73.0,56.0,,66.0,38,,2.0,6
58395,"PACIFIC HOME HEALTH CARE, INC","8855 EAST VALLEY BLVD, SUITE 208",ROSEMEAD,CA,91770,336,244,12.7,9.5,2.3,0.5,0.0,0.3,0.0,639961,1005029,858002,0.3,38.0,16019.0,82,84.0,160.0,40.0,204.0,16.0,,194.0,25.0,0.0,,2.46,13,45.0,14.0,15,41.0,48.0,36.0,21.0,52.0,65.0,,,36,62.0,8.0,12
557712,TOP CARE HOME HEALTH,9683 TIERRA GRANDE STREET STE 201,SAN DIEGO,CA,92126,387,121,12.2,8.5,2.7,0.2,0.0,0.8,0.0,577026,1031101,892775,0.0,23.0,8017.0,82,28.0,93.0,28.0,93.0,38.0,,53.0,22.0,0.0,,2.48,17,37.0,9.0,11,64.0,43.0,33.0,17.0,64.0,,,64.0,36,69.0,3.0,7
59376,CARE PLUS HOME HEALTH,"22931 TRITON WAY, SUITE 236",LAGUNA HILLS,CA,92653,645,421,16.6,10.9,4.6,0.3,0.2,0.6,0.0,1620622,2192261,1867405,2.4,29.0,15152.0,82,162.0,259.0,356.0,65.0,359.0,,29.0,20.0,0.0,,2.13,28,46.0,14.0,19,42.0,44.0,22.0,40.0,34.0,58.0,,50.0,18,54.0,10.0,14
58455,L A CARE PROVIDER,"11850 WILSHIRE BLVD, STE 102",LOS ANGELES,CA,90025,364,98,17.9,9.7,3.2,0.3,0.2,4.5,0.0,1040657,1325365,1079781,4.6,16.0,5583.0,83,40.0,58.0,29.0,69.0,62.0,,19.0,,0.0,,2.12,15,55.0,19.0,13,47.0,40.0,23.0,65.0,58.0,72.0,,57.0,22,74.0,7.0,13
127027,WEST HAWAII HOME HEALTH SVCS,82-5899 OLD GOVERNMENT ROAD,CAPTAIN COOK,HI,96704,159,76,20.7,9.4,6.1,0.0,0.3,5.0,0.0,399377,539843,501270,0.5,13.0,5332.0,76,41.0,35.0,58.0,18.0,50.0,,19.0,0.0,0.0,,2.24,25,29.0,13.0,11,29.0,42.0,17.0,30.0,30.0,46.0,71.0,34.0,18,34.0,0.0,5
127019,KOHALA HOME HEALTH CARE OF NORTH HI COMM HOSP,67-1125 MAMALAHOA HIGHWAY,KAMUELA,HI,96743,140,86,16.6,8.5,3.8,1.5,0.2,2.6,0.0,539324,435556,405597,0.3,13.0,5000.0,78,40.0,46.0,69.0,17.0,48.0,,21.0,,0.0,,1.91,27,24.0,23.0,19,50.0,51.0,21.0,22.0,34.0,49.0,,53.0,12,34.0,3.0,15
127308,OHANA HOME HEALTH LLC,2-2488 B KAUMUALII HWY,KALAHEO,HI,96741,75,64,17.6,4.5,8.1,2.7,0.4,1.8,0.0,254194,277629,259105,0.0,15.0,6826.0,83,28.0,36.0,,,40.0,0.0,17.0,,0.0,,1.9,22,45.0,13.0,13,34.0,44.0,17.0,25.0,33.0,61.0,,45.0,19,27.0,8.0,14
148237,"EPIC HOME CARE, INC",710 E OGDEN AVE SUITE 160,NAPERVILLE,IL,60563,181,73,13.6,8.2,4.3,0.1,0.0,1.0,0.0,321482,509415,500361,0.0,13.0,5407.0,71,25.0,48.0,26.0,47.0,30.0,,17.0,16.0,0.0,,2.06,15,21.0,32.0,10,47.0,42.0,30.0,41.0,68.0,,,60.0,22,,4.0,8
148272,"DR HOME HEALTHCARE, LLC",15337 E 127TH STREET,LEMONT,IL,60439,394,151,14.5,7.6,6.2,0.2,0.0,0.4,0.0,805705,1198468,1177766,0.0,20.0,8680.0,72,61.0,90.0,43.0,108.0,31.0,96.0,22.0,,0.0,,2.06,13,27.0,30.0,11,61.0,38.0,34.0,32.0,70.0,64.0,,74.0,23,,8.0,10
147816,"OPTIMUM HEALTHCARE SERVICES, INC OF IL",3550 W PETERSON AVENUE SUITE 305,CHICAGO,IL,60659,394,188,9.7,8.0,1.5,0.0,0.0,0.1,0.0,712304,921922,906269,0.0,12.0,3739.0,76,73.0,115.0,40.0,148.0,11.0,70.0,102.0,,0.0,,1.61,6,29.0,22.0,10,37.0,34.0,37.0,14.0,61.0,73.0,,54.0,27,,5.0,7
147937,NURSE EXPERTS LLC,7605 N MILWAUKEE AVE,NILES,IL,60714,528,163,10.7,8.2,1.6,0.1,0.0,0.8,0.0,996132,1144114,1124617,0.0,15.0,5373.0,76,50.0,113.0,48.0,115.0,14.0,121.0,18.0,,0.0,,2.24,11,26.0,23.0,7,44.0,39.0,31.0,28.0,64.0,73.0,,53.0,12,,6.0,10
148008,"ULTRA CARE HOME HEALTH, INC","2500 E DEVON AVENUE, #100",DES PLAINES,IL,60018,854,554,17.2,8.3,6.7,1.1,0.3,0.8,0.0,2618176,2743014,2691498,0.1,38.0,15286.0,79,187.0,367.0,421.0,133.0,438.0,,69.0,33.0,0.0,,2.16,26,40.0,12.0,16,44.0,44.0,29.0,41.0,42.0,71.0,,55.0,21,72.0,10.0,16
148114,EVEREST HEALTHCARE SOLUTIONS,75 EXECUTIVE DRIVE SUITE 104,AURORA,IL,60504,150,49,10.3,6.4,3.2,0.3,0.0,0.4,0.0,231561,396099,389412,0.0,15.0,5467.0,79,,,,,11.0,17.0,17.0,,0.0,,2.24,10,35.0,20.0,12,43.0,35.0,22.0,35.0,67.0,55.0,,,18,,6.0,6
677958,"MARITONA HEALTH SERVICES, INC.",6515 ADDICKS CLODINE RD,HOUSTON,TX,77083,517,200,12.2,8.7,3.2,0.1,0.0,0.2,0.0,723711,1181281,1242744,0.0,23.0,6598.0,64,88.0,112.0,41.0,159.0,17.0,120.0,56.0,,0.0,,1.57,3,21.0,31.0,7,21.0,23.0,21.0,38.0,53.0,66.0,,61.0,12,,12.0,3
743179,EVERWELL HEALTH AGENCY LLC,13601 PRESTON ROAD SUITE 930,DALLAS,TX,75240,332,92,11.7,8.2,0.2,0.1,0.0,3.2,0.0,665224,627000,657539,0.2,16.0,5103.0,68,32.0,60.0,25.0,67.0,18.0,45.0,21.0,,0.0,,1.88,2,15.0,25.0,7,41.0,27.0,36.0,39.0,58.0,,,57.0,11,,13.0,11
677605,HUNTER MEDICAL SERVICES INC,1666 N HAMPTON ROAD SUITE 200,DESOTO,TX,75115,359,125,18.9,12.1,1.0,0.2,0.0,5.5,0.0,1024732,869375,859177,4.5,17.0,5067.0,75,67.0,58.0,61.0,64.0,29.0,60.0,31.0,,0.0,,2.02,6,30.0,16.0,6,47.0,38.0,33.0,37.0,59.0,67.0,,,21,68.0,5.0,3
747677,UNLIMITED HELP NURSING SERVICES INC,1138 TURTLE CREEK DRIVE,MISSOURI CITY,TX,77489,404,134,12.5,8.2,3.8,0.1,0.0,0.5,0.0,676807,922839,942967,0.0,15.0,4933.0,76,58.0,76.0,15.0,119.0,,29.0,97.0,,0.0,,1.72,7,49.0,20.0,7,31.0,35.0,15.0,22.0,59.0,,,73.0,31,,2.0,9
747232,HYGIA HEALTHCARE,4200 SW GREEN OAKS BLVD,ARLINGTON,TX,76017,444,104,18.7,11.9,1.3,0.6,0.1,4.7,0.0,989158,968733,957943,6.6,12.0,3539.0,77,33.0,71.0,24.0,80.0,25.0,11.0,60.0,,0.0,,2.18,13,42.0,19.0,9,33.0,41.0,19.0,30.0,62.0,,,41.0,31,60.0,8.0,12
459412,ANGEL CARE HOME HEALTH SERVICES INC,1839 SOUTH CARRIER PARKWAY,GRAND PRAIRIE,TX,75051,338,121,15.2,8.7,0.4,0.0,0.0,6.0,0.0,855294,650746,670380,0.0,13.0,4330.0,78,39.0,82.0,28.0,93.0,,16.0,81.0,,0.0,,1.57,7,30.0,8.0,9,32.0,25.0,17.0,26.0,48.0,,,38.0,30,70.0,4.0,10
677827,ADVANCED HEALTHCARE SERVICES INC,7001 CORPORATE DRIVE #306,HOUSTON,TX,77036,341,162,18.1,7.8,6.5,1.8,0.3,1.8,0.0,896632,1075585,1095295,0.3,20.0,7483.0,84,54.0,108.0,33.0,129.0,,,141.0,,0.0,,2.23,21,50.0,22.0,13,44.0,48.0,22.0,19.0,52.0,,,58.0,33,46.0,7.0,20
497631,OASIS HOME HEALTHCARE INC,"44121 HARRY BYRD HIGHWAY, SUITE 180",ASHBURN,VA,20147,176,116,18.2,7.1,7.6,1.6,0.2,1.6,0.0,335599,594167,577739,0.3,17.0,7023.0,79,37.0,79.0,72.0,44.0,75.0,16.0,19.0,,0.0,,1.92,24,35.0,20.0,13,30.0,44.0,20.0,28.0,44.0,54.0,,39.0,14,62.0,5.0,16
497536,AMERICAN HEALTH CARE PROFESSIONALS,"8500 LEESBURG PIKE, SUITE 202",VIENNA,VA,22182,113,94,14.8,5.6,6.6,0.8,0.0,1.8,0.0,239831,319324,310535,0.5,32.0,11510.0,79,34.0,60.0,57.0,37.0,63.0,,17.0,,0.0,,1.42,9,30.0,13.0,9,37.0,31.0,12.0,21.0,37.0,59.0,,41.0,15,47.0,5.0,9
497692,"AMERICA'S NURSING, INC","4216 EVERGREEN LANE, SUITES 134 & 124",ANNANDALE,VA,22003,79,51,16.0,5.2,9.7,1.1,0.0,0.0,0.0,231037,292089,285311,0.1,11.0,3748.0,80,18.0,33.0,,,18.0,,16.0,14.0,0.0,,1.88,18,43.0,14.0,8,33.0,31.0,24.0,35.0,65.0,57.0,,51.0,16,49.0,6.0,6
497694,"CAREPEOPLE HOME HEALTH, INC",1952 GALLOWS RD SUITE 305,VIENNA,VA,22182,220,174,18.8,6.7,8.1,2.7,0.1,1.2,0.0,933047,834187,812737,0.0,11.0,5056.0,80,57.0,117.0,27.0,147.0,,0.0,161.0,,0.0,,1.96,17,43.0,12.0,7,31.0,43.0,14.0,31.0,53.0,,,42.0,26,48.0,5.0,13
147826,"CHICAGO HOME HEALTHCARE, S C","850 W JACKSON BOULEVARD, STE 650",CHICAGO,IL,60607,440,150,16.1,8.4,4.5,0.5,0.1,2.6,0.0,1133591,1228076,1208040,0.0,33.0,11796.0,76,47.0,103.0,73.0,77.0,56.0,54.0,23.0,17.0,0.0,0.0,2.1,16,31.0,17.0,13,50.0,45.0,26.0,35.0,54.0,67.0,,55.0,14,66.0,15.0,15
148107,"HOMEHEALTH OF AMERICA, INC","5940 TOUHY AVE, STE 100",NILES,IL,60714,219,105,11.7,8.0,2.8,0.4,0.0,0.4,0.0,355618,572605,562930,0.0,13.0,4796.0,77,34.0,71.0,34.0,71.0,19.0,44.0,18.0,24.0,0.0,0.0,2.68,18,41.0,32.0,10,60.0,50.0,38.0,31.0,67.0,71.0,,,21,,9.0,10
743125,EMRICK HOME HEALTH,2307  FOREST LANE SUITE 400,GARLAND,TX,75042,284,84,10.9,8.8,0.5,0.0,0.0,1.6,0.0,336390,584591,595289,1.0,14.0,4432.0,66,37.0,47.0,17.0,67.0,,61.0,18.0,,0.0,0.0,1.73,4,21.0,33.0,0,39.0,32.0,31.0,45.0,65.0,73.0,,65.0,14,,18.0,8
679714,THE COLONY HEALTH SERVICES INC,13035 BATES LANE,STAFFORD,TX,77477,478,198,12.3,9.4,2.8,0.1,0.0,0.0,0.0,668645,1091142,1171158,0.0,12.0,4707.0,70,102.0,96.0,51.0,147.0,17.0,76.0,58.0,47.0,0.0,0.0,1.57,4,25.0,21.0,6,32.0,26.0,20.0,27.0,43.0,63.0,,,15,,10.0,6
673143,SIGMAH HOME HEALTH SERVICES,7322 SOUTHWEST FREEWAY SUITE 1950,HOUSTON,TX,77074,638,209,20.4,10.8,4.4,0.9,0.0,4.2,0.0,1535637,1947437,1908132,4.0,19.0,6037.0,75,95.0,114.0,134.0,75.0,92.0,70.0,16.0,31.0,0.0,0.0,2.97,14,41.0,15.0,16,46.0,45.0,28.0,46.0,52.0,65.0,,68.0,12,71.0,11.0,10
59217,"INFINITY CARE SERVICES, INC","1325 N CENTER STREET, SUITE 2A",STOCKTON,CA,95202,501,360,26.0,19.3,3.5,0.9,0.3,1.5,0.5,7585763,2077824,1490353,8.4,108.0,55861.0,74,159.0,201.0,170.0,190.0,208.0,60.0,22.0,60.0,,,2.36,16,28.0,13.0,11,42.0,47.0,31.0,37.0,53.0,64.0,,51.0,12,45.0,11.0,11
57695,SUTTER VISITING NURSE ASSOCIATION AND HOSPICE,"1316 CELESTE DRIVE, SUITE 140",MODESTO,CA,95355,1516,1137,13.9,8.2,3.7,0.2,0.1,1.2,0.5,7590398,5039961,4012238,0.1,209.0,104987.0,75,461.0,676.0,671.0,466.0,802.0,46.0,63.0,207.0,,,2.33,23,25.0,16.0,13,47.0,56.0,33.0,35.0,52.0,68.0,,59.0,13,48.0,6.0,14
58234,HORIZON HOME HEALTH CARE,"85 MORAGA WAY, SUITE 200",ORINDA,CA,94563,1073,826,13.8,6.1,4.6,1.2,0.2,1.1,0.5,2953456,4371267,2878053,0.0,138.0,81632.0,75,314.0,512.0,392.0,434.0,324.0,307.0,64.0,111.0,,,2.49,19,36.0,17.0,13,48.0,54.0,33.0,32.0,51.0,58.0,,46.0,11,44.0,8.0,17
57033,UCSF HOME HEALTH CARE,"3360 GEARY BLVD, STE 201",SAN FRANCISCO,CA,94118,709,498,13.6,7.1,4.3,0.6,0.2,0.9,0.5,4184975,2900620,1941820,0.0,168.0,102083.0,77,186.0,312.0,247.0,251.0,238.0,89.0,96.0,59.0,,,2.24,19,32.0,14.0,15,34.0,48.0,18.0,32.0,36.0,52.0,,43.0,19,44.0,6.0,11
57503,TRI-CITY HOME CARE,2095 W VISTA WAY # 220,VISTA,CA,92083,790,675,13.4,7.2,4.4,0.8,0.1,0.5,0.5,2622887,2374531,2057167,0.1,119.0,52758.0,77,274.0,401.0,528.0,147.0,536.0,26.0,28.0,75.0,,,1.93,22,23.0,13.0,19,35.0,45.0,28.0,30.0,37.0,60.0,,53.0,19,61.0,5.0,12
